                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    321,                0.73124,                0.33811,                0.81705,                0.82622,                0.83594,                0.86407,                0.61147,                0.87015,                0.38783,                0.86127,              0.0011261,              0.0011261,              0.0011261
                    322,                0.73453,                0.33928,                0.81555,                0.82625,                0.83647,                0.86434,                0.61158,                0.87045,                0.38791,                 0.8612,              0.0010983,              0.0010983,              0.0010983
                    323,                0.72897,                0.33767,                0.81691,                0.82636,                0.83765,                0.86429,                0.61167,                0.87049,                0.38811,                0.86119,              0.0010706,              0.0010706,              0.0010706
                    324,                0.72946,                0.33644,                0.81606,                0.82461,                0.83804,                0.86432,                0.61177,                0.87065,                0.38813,                 0.8612,              0.0010429,              0.0010429,              0.0010429
                    325,                 0.7266,                0.33676,                0.81492,                0.82151,                0.83981,                0.86435,                0.61215,                0.87073,                  0.388,                0.86119,              0.0010151,              0.0010151,              0.0010151
                    326,                0.73067,                0.33817,                 0.8148,                0.82062,                0.84113,                0.86467,                0.61189,                0.87093,                0.38791,                0.86118,             0.00098739,             0.00098739,             0.00098739
                    327,                0.73216,                0.33899,                0.81619,                0.82081,                0.84236,                0.86486,                0.61218,                0.87089,                0.38747,                0.86112,             0.00095966,             0.00095966,             0.00095966
                    328,                0.72833,                0.33751,                0.81554,                0.82077,                0.84108,                0.86499,                 0.6121,                0.87087,                0.38746,                0.86107,             0.00093193,             0.00093193,             0.00093193
                    329,                0.72475,                0.33566,                0.81569,                0.82052,                0.84241,                0.86503,                0.61231,                0.87094,                0.38744,                0.86104,              0.0009042,              0.0009042,              0.0009042
                    330,                0.72489,                0.33632,                0.81404,                0.82032,                0.84282,                0.86526,                0.61231,                0.87111,                0.38734,                0.86104,             0.00087647,             0.00087647,             0.00087647
                    331,                0.72752,                0.33578,                0.81594,                0.82076,                0.84061,                0.86538,                 0.6126,                0.87112,                0.38726,                0.86097,             0.00084874,             0.00084874,             0.00084874
                    332,                0.72564,                0.33517,                0.81523,                0.82005,                 0.8415,                0.86558,                0.61259,                0.87136,                 0.3869,                0.86098,             0.00082101,             0.00082101,             0.00082101
                    333,                0.72459,                 0.3343,                0.81492,                0.82074,                0.84085,                0.86556,                0.61298,                 0.8714,                0.38704,                0.86097,             0.00079328,             0.00079328,             0.00079328
                    334,                0.72546,                 0.3357,                0.81601,                0.82041,                0.83962,                0.86551,                0.61287,                0.87148,                0.38678,                0.86099,             0.00076555,             0.00076555,             0.00076555
                    335,                0.72198,                0.33244,                0.81447,                0.82024,                0.83947,                0.86551,                0.61265,                0.87143,                 0.3869,                0.86096,             0.00073782,             0.00073782,             0.00073782
                    336,                0.72301,                0.33335,                 0.8129,                0.82291,                0.83911,                0.86541,                0.61301,                0.87146,                0.38664,                0.86094,             0.00071008,             0.00071008,             0.00071008
                    337,                0.72084,                0.33275,                0.81471,                0.82848,                0.83343,                0.86564,                0.61326,                 0.8714,                0.38667,                 0.8609,             0.00068235,             0.00068235,             0.00068235
                    338,                0.72094,                0.33198,                0.81442,                0.83857,                0.82326,                0.86537,                0.61291,                0.87157,                0.38652,                0.86087,             0.00065462,             0.00065462,             0.00065462
                    339,                0.71647,                0.33084,                0.81456,                0.84007,                0.82242,                0.86539,                0.61319,                 0.8717,                0.38643,                0.86086,             0.00062689,             0.00062689,             0.00062689
                    340,                0.71373,                0.32835,                0.81331,                0.84101,                0.82203,                0.86571,                0.61278,                0.87187,                0.38635,                0.86081,             0.00059916,             0.00059916,             0.00059916
                    341,                 0.7194,                0.33106,                0.81355,                0.84045,                0.82113,                0.86575,                0.61273,                  0.872,                 0.3862,                0.86085,             0.00057143,             0.00057143,             0.00057143
                    342,                0.71748,                0.32915,                0.81445,                0.84102,                0.82222,                0.86572,                0.61351,                0.87215,                0.38632,                0.86085,              0.0005437,              0.0005437,              0.0005437
                    343,                0.71491,                0.32888,                0.81459,                 0.8407,                0.82304,                0.86596,                0.61273,                0.87234,                0.38624,                0.86087,             0.00051597,             0.00051597,             0.00051597
                    344,                0.71529,                0.32926,                0.81368,                0.84113,                0.82244,                0.86575,                0.61281,                0.87224,                0.38631,                 0.8609,             0.00048824,             0.00048824,             0.00048824
                    345,                0.71712,                0.32912,                 0.8146,                0.84131,                0.82138,                0.86585,                0.61301,                 0.8724,                0.38632,                0.86093,              0.0004605,              0.0004605,              0.0004605
                    346,                 0.7123,                0.32829,                0.81412,                0.84028,                0.81992,                0.86586,                0.61265,                0.87251,                0.38608,                0.86093,             0.00043277,             0.00043277,             0.00043277
                    347,                0.71785,                0.32926,                0.81342,                0.84049,                 0.8216,                0.86603,                0.61299,                0.87266,                0.38601,                0.86092,             0.00040504,             0.00040504,             0.00040504
                    348,                0.73195,                0.32668,                0.81623,                0.83883,                0.82221,                0.86599,                0.61355,                0.87246,                0.38576,                0.86086,             0.00037731,             0.00037731,             0.00037731
                    349,                0.71984,                0.32291,                0.81526,                0.83875,                0.82203,                0.86609,                0.61361,                0.87261,                0.38564,                0.86085,             0.00034958,             0.00034958,             0.00034958
                    350,                0.71532,                0.32082,                0.81558,                0.83922,                0.82202,                0.86612,                0.61335,                0.87263,                0.38552,                0.86085,             0.00032185,             0.00032185,             0.00032185
                    351,                0.71324,                0.31904,                0.81416,                0.83865,                0.82216,                0.86609,                 0.6133,                0.87289,                0.38543,                0.86091,             0.00029412,             0.00029412,             0.00029412
                    352,                0.70902,                  0.318,                0.81491,                0.83834,                0.82158,                0.86593,                0.61331,                0.87296,                0.38532,                0.86092,             0.00026639,             0.00026639,             0.00026639
                    353,                0.70992,                 0.3174,                0.81304,                0.83845,                0.82132,                0.86623,                0.61327,                0.87303,                0.38532,                0.86095,             0.00023866,             0.00023866,             0.00023866
                    354,                 0.7065,                0.31544,                0.81354,                 0.8382,                 0.8213,                0.86632,                0.61348,                0.87318,                0.38524,                0.86099,             0.00021092,             0.00021092,             0.00021092
                    355,                 0.7063,                0.31568,                0.81294,                0.83778,                0.82169,                0.86624,                0.61364,                0.87331,                0.38496,                0.86097,             0.00018319,             0.00018319,             0.00018319
                    356,                0.70684,                 0.3151,                0.81306,                0.83875,                0.82161,                0.86633,                0.61394,                0.87331,                0.38485,                0.86101,             0.00015546,             0.00015546,             0.00015546
                    357,                0.70028,                0.31354,                0.81067,                0.83855,                 0.8216,                0.86627,                0.61352,                0.87342,                0.38461,                0.86103,             0.00012773,             0.00012773,             0.00012773
