                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    111,                 0.8267,                 0.3927,                0.83523,                 1.1661,                 0.4577,                0.81541,                 0.8038,                0.82135,                 0.8417,                0.58502,                0.87247,                0.38385,                0.86403,                   1.13,                0.45345,                0.85966,                0.00516,                0.00516,                0.00516
                    112,                0.82532,                0.39393,                0.83358,                 1.1644,                0.45874,                 0.8144,                0.80442,                0.82136,                0.84148,                0.58491,                0.87234,                0.38374,                0.86397,                   1.13,                0.45328,                0.85958,               0.005116,               0.005116,               0.005116
                    113,                0.82612,                0.39347,                0.83401,                 1.1665,                0.45861,                0.81515,                0.80597,                0.81902,                0.84119,                0.58474,                0.87215,                0.38357,                 0.8639,                 1.1296,                0.45322,                0.85952,               0.005072,               0.005072,               0.005072
                    114,                0.82376,                0.39138,                0.83477,                 1.1614,                0.45672,                0.81568,                 0.8046,                0.82028,                0.84105,                0.58488,                0.87201,                0.38339,                0.86378,                 1.1294,                 0.4533,                0.85945,               0.005028,               0.005028,               0.005028
                    115,                 0.8264,                0.39214,                0.83549,                 1.1632,                0.45714,                0.81638,                0.80649,                0.81816,                0.84106,                0.58501,                0.87186,                0.38332,                 0.8637,                 1.1288,                0.45335,                0.85926,               0.004984,               0.004984,               0.004984
                    116,                0.82187,                0.39009,                0.83514,                 1.1598,                0.45661,                0.81554,                0.80975,                0.81704,                0.84083,                 0.5848,                0.87167,                0.38307,                0.86361,                 1.1286,                0.45276,                0.85918,              0.0049174,              0.0049174,              0.0049174
                    117,                0.82575,                0.39212,                0.83511,                  1.164,                0.46029,                0.81575,                0.81044,                0.81622,                0.84092,                0.58508,                 0.8716,                0.38289,                0.86355,                 1.1283,                0.45267,                0.85904,              0.0048732,              0.0048732,              0.0048732
                    118,                0.82023,                0.38847,                 0.8329,                 1.1575,                0.45309,                0.81515,                0.80913,                0.81776,                0.84131,                0.58536,                0.87147,                0.38275,                0.86345,                  1.128,                0.45302,                0.85903,               0.004829,               0.004829,               0.004829
                    119,                0.82081,                0.38904,                0.83481,                 1.1577,                0.45486,                0.81571,                0.80758,                0.81919,                0.84164,                0.58579,                0.87135,                0.38252,                0.86344,                 1.1276,                0.45324,                0.85889,              0.0047848,              0.0047848,              0.0047848
                    120,                0.81925,                0.38962,                0.83413,                 1.1544,                0.45185,                0.81441,                0.80604,                0.82037,                0.84126,                0.58558,                0.87123,                0.38242,                0.86339,                 1.1274,                0.45266,                0.85875,              0.0047406,              0.0047406,              0.0047406
                    121,                0.82392,                0.39074,                0.83533,                 1.1603,                0.45733,                0.81532,                0.80621,                0.81917,                0.84179,                0.58623,                 0.8711,                0.38229,                0.86332,                 1.1271,                0.45278,                0.85861,              0.0046964,              0.0046964,              0.0046964
                    122,                0.81798,                0.38908,                0.83399,                 1.1569,                0.45476,                0.81466,                0.80466,                0.81926,                0.84158,                0.58604,                0.87103,                0.38215,                0.86335,                 1.1269,                0.45291,                0.85861,              0.0046522,              0.0046522,              0.0046522
                    123,                0.82267,                0.39065,                0.83435,                 1.1568,                0.45479,                0.81458,                0.80617,                0.81914,                 0.8421,                0.58619,                0.87087,                0.38201,                0.86334,                 1.1267,                0.45277,                 0.8586,               0.004608,               0.004608,               0.004608
                    124,                0.81596,                0.38507,                0.83465,                 1.1537,                0.45006,                0.81512,                0.80451,                 0.8206,                0.84186,                 0.5861,                0.87076,                0.38189,                0.86328,                 1.1265,                0.45223,                0.85852,              0.0045638,              0.0045638,              0.0045638
                    125,                0.81689,                0.38759,                0.83296,                 1.1522,                0.45208,                0.81476,                0.80571,                0.81993,                 0.8417,                0.58592,                0.87066,                0.38173,                0.86318,                 1.1265,                0.45189,                0.85844,              0.0045196,              0.0045196,              0.0045196
                    126,                0.81866,                0.38792,                0.83319,                 1.1556,                 0.4546,                0.81411,                0.80935,                0.81686,                0.84189,                0.58614,                0.87055,                0.38163,                0.86317,                 1.1264,                0.45188,                0.85834,              0.0044754,              0.0044754,              0.0044754
                    127,                0.81531,                0.38619,                0.83229,                 1.1495,                0.44886,                0.81349,                0.80889,                0.81783,                0.84267,                0.58633,                0.87045,                0.38145,                0.86306,                 1.1262,                 0.4511,                0.85848,              0.0044313,              0.0044313,              0.0044313
                    128,                0.81569,                 0.3865,                0.83247,                 1.1507,                 0.4512,                0.81395,                0.80904,                0.81859,                0.84263,                0.58613,                0.87015,                0.38128,                0.86298,                 1.1262,                0.45074,                0.85838,              0.0043871,              0.0043871,              0.0043871
                    129,                0.81218,                 0.3851,                0.83358,                 1.1459,                0.44876,                0.81377,                0.80714,                0.81849,                0.84297,                0.58599,                0.87002,                0.38103,                0.86297,                 1.1261,                0.45084,                0.85833,              0.0043429,              0.0043429,              0.0043429
                    130,                0.80945,                0.38463,                0.83072,                  1.145,                0.45162,                0.81244,                0.80795,                0.81804,                 0.8434,                0.58653,                0.86986,                0.38077,                0.86289,                 1.1259,                0.45003,                0.85823,              0.0042987,              0.0042987,              0.0042987
                    131,                0.80771,                0.38281,                0.83144,                 1.1445,                0.44954,                0.81327,                0.80866,                 0.8184,                0.84355,                0.58666,                0.86977,                0.38067,                0.86283,                 1.1257,                0.44975,                0.85818,              0.0042545,              0.0042545,              0.0042545
                    132,                0.80914,                0.38216,                0.83309,                 1.1446,                0.44709,                0.81402,                0.81668,                0.81132,                0.84424,                0.58704,                0.86957,                0.38052,                 0.8628,                 1.1255,                0.44954,                0.85814,              0.0042103,              0.0042103,              0.0042103
                    133,                0.81006,                0.38273,                0.83164,                 1.1418,                0.44594,                0.81274,                0.81013,                0.82069,                0.84517,                0.58733,                0.86947,                0.38042,                0.86275,                 1.1254,                0.44932,                0.85804,              0.0041661,              0.0041661,              0.0041661
                    134,                0.81002,                0.38264,                0.83153,                 1.1473,                0.45194,                0.81271,                0.81045,                0.81964,                0.84498,                0.58733,                0.86938,                0.38031,                0.86268,                 1.1251,                0.44994,                0.85793,              0.0041219,              0.0041219,              0.0041219
                    135,                0.80494,                0.38155,                0.83313,                 1.1349,                0.44839,                0.81343,                0.81569,                 0.8131,                0.84516,                0.58735,                0.86927,                0.38016,                0.86264,                 1.1251,                0.44953,                0.85792,              0.0040777,              0.0040777,              0.0040777
                    136,                0.80998,                0.38164,                0.83226,                 1.1435,                0.44703,                0.81293,                0.80989,                0.82041,                0.84502,                0.58741,                0.86913,                0.38006,                0.86262,                  1.125,                0.44953,                0.85788,              0.0040335,              0.0040335,              0.0040335
                    137,                0.80506,                0.38025,                0.83116,                 1.1363,                0.44486,                0.81218,                0.81063,                0.82013,                0.84509,                0.58738,                0.86904,                0.37994,                 0.8626,                 1.1247,                0.44937,                0.85784,              0.0039893,              0.0039893,              0.0039893
                    138,                0.80145,                0.37767,                0.83247,                 1.1321,                0.44252,                 0.8133,                0.81012,                0.82099,                0.84529,                0.58765,                0.86896,                0.37979,                0.86256,                 1.1245,                0.44964,                0.85782,              0.0039451,              0.0039451,              0.0039451
                    139,                0.80117,                 0.3782,                0.83115,                 1.1312,                0.44092,                0.81265,                0.81001,                0.82039,                0.84557,                0.58759,                0.86894,                0.37967,                0.86256,                 1.1244,                0.44965,                0.85765,              0.0039009,              0.0039009,              0.0039009
                    140,                0.80157,                0.37895,                0.83055,                 1.1309,                0.44243,                0.81225,                0.81066,                0.82039,                0.84618,                 0.5878,                0.86888,                0.37947,                0.86253,                 1.1243,                0.44944,                0.85765,              0.0038567,              0.0038567,              0.0038567
                    141,                0.79946,                0.38014,                0.83144,                  1.132,                0.44648,                0.81267,                0.81023,                0.82031,                0.84647,                0.58779,                0.86878,                0.37934,                0.86251,                  1.124,                0.44985,                 0.8576,              0.0038125,              0.0038125,              0.0038125
                    142,                0.79957,                0.37658,                0.83107,                 1.1302,                0.44018,                0.81143,                0.81024,                0.81805,                 0.8456,                0.58765,                0.86869,                0.37925,                0.86251,                 1.1239,                0.44971,                0.85769,              0.0037683,              0.0037683,              0.0037683
                    143,                0.80115,                0.37852,                0.83079,                 1.1294,                0.44261,                0.81201,                0.80891,                0.81993,                0.84653,                0.58789,                0.86854,                0.37909,                0.86248,                 1.1238,                0.44943,                0.85763,              0.0037241,              0.0037241,              0.0037241
                    144,                0.79736,                0.37686,                0.83035,                 1.1263,                0.44192,                0.81141,                 0.8094,                0.81864,                0.84661,                0.58815,                0.86844,                0.37893,                0.86244,                 1.1234,                0.44971,                0.85761,              0.0036799,              0.0036799,              0.0036799
                    145,                0.79617,                0.37545,                 0.8306,                 1.1264,                0.43964,                0.81177,                0.80829,                 0.8201,                0.84679,                0.58823,                0.86838,                0.37876,                0.86239,                 1.1234,                0.44968,                0.85755,              0.0036357,              0.0036357,              0.0036357
                    146,                0.79919,                0.37685,                0.83085,                 1.1307,                0.44124,                0.81157,                0.80865,                0.82114,                0.84723,                 0.5884,                0.86832,                0.37872,                0.86238,                 1.1231,                0.45003,                0.85753,              0.0035915,              0.0035915,              0.0035915
                    147,                0.79708,                0.37585,                0.83056,                 1.1262,                0.43916,                0.81203,                0.80998,                0.81813,                0.84693,                0.58804,                0.86826,                0.37857,                0.86238,                 1.1229,                0.45001,                0.85753,              0.0035473,              0.0035473,              0.0035473
                    148,                0.79777,                0.37649,                0.82991,                 1.1286,                0.43988,                 0.8119,                0.81027,                0.81917,                0.84711,                 0.5881,                0.86814,                0.37837,                0.86238,                 1.1228,                 0.4496,                 0.8575,              0.0035031,              0.0035031,              0.0035031
                    149,                0.79339,                0.37417,                0.83002,                 1.1228,                0.43917,                0.81165,                0.81115,                0.82027,                0.84728,                0.58809,                0.86805,                0.37814,                0.86235,                 1.1227,                0.44936,                0.85748,              0.0034589,              0.0034589,              0.0034589
                    150,                 0.7905,                0.37411,                0.82914,                 1.1215,                0.43904,                0.81054,                0.81118,                0.81902,                0.84707,                0.58794,                  0.868,                0.37793,                0.86235,                 1.1224,                0.44931,                0.85744,              0.0034147,              0.0034147,              0.0034147
                    151,                0.79081,                0.37263,                0.82923,                 1.1213,                 0.4386,                0.81049,                0.81265,                0.81894,                0.84732,                0.58806,                0.86792,                0.37782,                0.86233,                 1.1222,                0.44944,                0.85738,              0.0033705,              0.0033705,              0.0033705
                    152,                0.78756,                0.37154,                 0.8293,                 1.1137,                0.43585,                0.81102,                 0.8122,                0.81899,                0.84782,                 0.5887,                0.86783,                0.37775,                0.86233,                  1.122,                 0.4495,                0.85732,              0.0033263,              0.0033263,              0.0033263
                    153,                0.78707,                0.37154,                0.82785,                 1.1146,                0.43572,                0.80984,                0.81018,                0.81875,                0.84801,                0.58912,                0.86785,                0.37761,                0.86231,                 1.1219,                0.44961,                0.85729,              0.0032821,              0.0032821,              0.0032821
                    154,                0.79178,                0.37253,                0.83011,                 1.1226,                0.43992,                 0.8109,                0.81174,                 0.8186,                0.84815,                0.58929,                0.86777,                0.37752,                 0.8623,                 1.1218,                0.44927,                 0.8573,              0.0032379,              0.0032379,              0.0032379
                    155,                0.78759,                0.37146,                0.82876,                 1.1168,                0.43704,                 0.8104,                0.81414,                0.81887,                0.84842,                 0.5892,                0.86764,                0.37739,                0.86227,                 1.1215,                0.44917,                0.85728,              0.0031938,              0.0031938,              0.0031938
                    156,                0.78995,                0.37142,                0.83003,                 1.1199,                 0.4366,                0.81127,                0.81402,                0.81839,                0.84842,                0.58935,                0.86748,                0.37725,                0.86224,                 1.1214,                 0.4485,                0.85715,              0.0031496,              0.0031496,              0.0031496
                    157,                0.78687,                0.37034,                0.82839,                 1.1145,                0.43432,                 0.8103,                0.81387,                0.81908,                0.84871,                0.58939,                0.86742,                0.37716,                0.86224,                 1.1213,                0.44819,                0.85721,              0.0031054,              0.0031054,              0.0031054
                    158,                0.78635,                0.37027,                0.82874,                 1.1138,                0.43576,                0.80979,                0.81374,                 0.8199,                0.84924,                0.58989,                0.86734,                0.37702,                0.86223,                 1.1211,                 0.4481,                0.85719,              0.0030612,              0.0030612,              0.0030612
                    159,                0.78782,                0.37017,                  0.829,                 1.1168,                0.43481,                0.81009,                0.81462,                0.81876,                0.84923,                0.58986,                0.86722,                0.37694,                0.86219,                 1.1209,                0.44794,                0.85718,               0.003017,               0.003017,               0.003017
                    160,                0.78254,                0.36835,                  0.828,                   1.11,                0.43312,                0.80931,                0.81565,                0.81884,                0.84937,                0.59001,                 0.8672,                0.37684,                0.86217,                 1.1209,                0.44776,                0.85705,              0.0029728,              0.0029728,              0.0029728
                    161,                0.78771,                0.36939,                0.82748,                 1.1152,                0.43444,                0.80913,                0.81607,                0.81865,                 0.8497,                0.59023,                0.86712,                0.37673,                0.86212,                 1.1208,                0.44745,                0.85703,              0.0029286,              0.0029286,              0.0029286
                    162,                0.78089,                0.36659,                0.82834,                 1.1085,                0.43102,                0.80999,                0.82024,                0.81762,                0.84985,                0.59029,                  0.867,                0.37653,                0.86206,                 1.1207,                0.44753,                0.85698,              0.0028844,              0.0028844,              0.0028844
                    163,                0.78521,                0.36849,                0.82868,                 1.1136,                0.43437,                0.81002,                0.82209,                0.81729,                 0.8501,                0.59034,                0.86685,                0.37633,                0.86201,                 1.1205,                0.44737,                0.85693,              0.0028402,              0.0028402,              0.0028402
                    164,                0.78925,                0.36925,                0.82803,                 1.1159,                0.43554,                0.81029,                 0.8226,                0.81639,                0.85022,                0.59036,                0.86678,                0.37617,                0.86196,                 1.1204,                0.44725,                0.85685,               0.002796,               0.002796,               0.002796
                    165,                0.77985,                0.36637,                0.82695,                 1.1069,                0.43199,                0.80888,                0.82214,                0.81713,                0.85033,                0.59074,                0.86664,                0.37599,                0.86191,                 1.1202,                0.44693,                0.85674,              0.0027193,              0.0027193,              0.0027193
                    166,                0.77862,                0.36388,                0.82789,                 1.1052,                0.42899,                0.80942,                 0.8213,                0.81724,                0.85052,                 0.5908,                0.86659,                0.37591,                0.86188,                   1.12,                0.44712,                0.85668,              0.0026749,              0.0026749,              0.0026749
                    167,                0.77779,                0.36343,                 0.8273,                 1.1043,                0.42794,                 0.8093,                0.82129,                0.81699,                0.85055,                0.59087,                0.86653,                0.37575,                0.86184,                 1.1198,                0.44727,                0.85663,              0.0026305,              0.0026305,              0.0026305
                    168,                0.77453,                0.36434,                0.82724,                 1.0985,                 0.4267,                0.80902,                0.82143,                0.81695,                0.85061,                0.59093,                0.86649,                0.37562,                0.86182,                 1.1197,                0.44738,                0.85658,              0.0025861,              0.0025861,              0.0025861
                    169,                 0.7767,                0.36463,                0.82612,                 1.1025,                0.42725,                0.80883,                 0.8212,                0.81736,                 0.8507,                0.59102,                0.86648,                0.37542,                0.86179,                 1.1199,                 0.4464,                0.85663,              0.0025417,              0.0025417,              0.0025417
                    170,                0.77522,                0.36333,                0.82639,                 1.1019,                0.42886,                0.80856,                0.82131,                0.81736,                0.85085,                0.59142,                 0.8665,                0.37524,                0.86179,                 1.1198,                0.44612,                0.85658,              0.0024973,              0.0024973,              0.0024973
                    171,                0.77528,                0.36297,                0.82575,                 1.1003,                0.42781,                0.80781,                0.82053,                0.81756,                 0.8509,                0.59148,                0.86643,                0.37514,                0.86174,                   1.12,                0.44505,                0.85659,              0.0024529,              0.0024529,              0.0024529
                    172,                0.77349,                0.36304,                0.82582,                 1.1011,                 0.4284,                0.80857,                 0.8197,                0.81728,                  0.851,                0.59137,                0.86639,                0.37492,                0.86173,                   1.12,                0.44483,                0.85656,              0.0024085,              0.0024085,              0.0024085
                    173,                0.77547,                 0.3628,                0.82543,                 1.1001,                0.42763,                0.80754,                0.81855,                0.81851,                0.85094,                0.59142,                0.86641,                0.37477,                0.86175,                 1.1198,                0.44458,                0.85656,              0.0023641,              0.0023641,              0.0023641
                    174,                0.76902,                0.36022,                0.82515,                 1.0933,                0.42541,                 0.8074,                0.81854,                0.81967,                0.85086,                0.59161,                0.86642,                0.37465,                0.86176,                 1.1198,                 0.4445,                0.85653,              0.0023197,              0.0023197,              0.0023197
                    175,                0.76994,                0.36099,                0.82599,                 1.0953,                0.42666,                0.80806,                0.81912,                0.81857,                0.85083,                0.59134,                0.86634,                0.37453,                0.86173,                 1.1196,                0.44428,                0.85652,              0.0022753,              0.0022753,              0.0022753
                    176,                0.77194,                0.36032,                0.82771,                 1.0953,                0.42526,                 0.8089,                0.81703,                0.81948,                0.85074,                0.59134,                0.86634,                0.37438,                0.86172,                 1.1196,                0.44425,                0.85656,              0.0022309,              0.0022309,              0.0022309
                    177,                0.77325,                0.36086,                0.82526,                 1.1002,                0.42529,                0.80772,                0.81897,                 0.8189,                0.85109,                0.59156,                0.86627,                0.37422,                0.86172,                 1.1195,                0.44406,                0.85654,              0.0021865,              0.0021865,              0.0021865
                    178,                 0.7682,                0.35915,                0.82487,                 1.0915,                0.42314,                0.80703,                0.81948,                0.81871,                0.85082,                0.59124,                0.86619,                0.37411,                0.86169,                 1.1193,                0.44427,                 0.8565,              0.0021422,              0.0021422,              0.0021422
                    179,                0.76436,                0.35674,                0.82538,                 1.0883,                 0.4191,                0.80778,                0.81943,                0.81718,                0.85126,                0.59142,                0.86617,                0.37399,                 0.8617,                 1.1193,                0.44367,                0.85652,              0.0020978,              0.0020978,              0.0020978
                    180,                0.76537,                0.35692,                0.82472,                 1.0884,                0.42036,                0.80725,                0.81943,                0.81869,                0.85161,                0.59197,                0.86613,                0.37378,                0.86169,                 1.1192,                0.44347,                0.85636,              0.0020534,              0.0020534,              0.0020534
                    181,                 0.7658,                0.35846,                0.82303,                 1.0906,                 0.4226,                0.80585,                0.82094,                0.81782,                0.85172,                  0.592,                0.86609,                0.37381,                0.86168,                  1.119,                0.44318,                0.85625,               0.002009,               0.002009,               0.002009
                    182,                0.76328,                0.35784,                0.82467,                 1.0897,                0.42467,                0.80701,                0.81916,                 0.8184,                0.85084,                0.59169,                0.86605,                0.37366,                0.86164,                 1.1188,                0.44342,                0.85615,              0.0019646,              0.0019646,              0.0019646
                    183,                0.76442,                0.35552,                0.82529,                 1.0878,                0.41959,                0.80708,                0.81826,                0.81833,                0.85073,                0.59172,                0.86599,                0.37353,                0.86163,                 1.1188,                0.44328,                0.85613,              0.0019202,              0.0019202,              0.0019202
                    184,                0.76185,                0.35574,                0.82484,                  1.087,                0.42124,                0.80755,                0.81753,                0.81773,                0.85084,                0.59171,                0.86602,                0.37345,                0.86163,                 1.1187,                0.44363,                 0.8561,              0.0018758,              0.0018758,              0.0018758
                    185,                0.76046,                0.35523,                0.82347,                 1.0857,                 0.4218,                0.80608,                0.81391,                0.82404,                0.85084,                0.59146,                0.86598,                0.37335,                0.86159,                 1.1185,                0.44402,                0.85601,              0.0018314,              0.0018314,              0.0018314
                    186,                 0.7588,                0.35261,                0.82423,                 1.0801,                0.41678,                0.80727,                 0.8178,                0.81854,                0.85052,                0.59121,                0.86601,                0.37323,                0.86161,                 1.1185,                0.44413,                0.85601,               0.001787,               0.001787,               0.001787
                    187,                0.75873,                0.35379,                0.82445,                 1.0844,                0.41957,                0.80708,                0.81664,                0.81893,                0.85027,                0.59123,                0.86591,                 0.3732,                 0.8616,                  1.119,                0.44318,                  0.856,              0.0017426,              0.0017426,              0.0017426
                    188,                 0.7576,                0.35384,                0.82384,                 1.0816,                0.41921,                0.80673,                0.81895,                0.81903,                0.85035,                 0.5915,                0.86588,                0.37306,                0.86161,                 1.1189,                0.44297,                0.85592,              0.0016982,              0.0016982,              0.0016982
                    189,                0.75691,                0.35331,                0.82321,                   1.08,                0.41978,                0.80593,                0.81949,                0.81816,                0.85056,                0.59145,                0.86583,                0.37299,                 0.8616,                 1.1187,                0.44307,                0.85591,              0.0016538,              0.0016538,              0.0016538
                    190,                0.76037,                0.35314,                0.82333,                 1.0816,                0.41702,                 0.8059,                0.81848,                 0.8182,                0.85052,                0.59137,                0.86572,                0.37296,                0.86149,                 1.1183,                0.44295,                0.85586,              0.0016094,              0.0016094,              0.0016094
                    191,                 0.7516,                0.34913,                0.82184,                 1.0738,                0.41428,                0.80555,                0.81835,                0.81817,                0.85042,                0.59145,                0.86566,                 0.3729,                0.86141,                 1.1181,                0.44293,                0.85584,               0.001565,               0.001565,               0.001565
                    192,                0.75069,                0.34815,                0.82211,                 1.0726,                0.41321,                0.80529,                0.81805,                0.81856,                0.85059,                 0.5915,                0.86555,                0.37283,                0.86134,                  1.118,                0.44248,                0.85576,              0.0015206,              0.0015206,              0.0015206
                    193,                0.75276,                0.34857,                0.82269,                 1.0747,                0.41399,                0.80566,                0.81987,                0.81811,                0.85072,                0.59148,                0.86546,                0.37278,                0.86125,                 1.1179,                0.44234,                0.85573,              0.0014762,              0.0014762,              0.0014762
                    194,                0.75093,                0.34844,                0.82263,                 1.0725,                 0.4151,                0.80573,                 0.8199,                0.81839,                0.85105,                0.59162,                0.86547,                0.37262,                0.86123,                 1.1179,                0.44162,                0.85567,              0.0013932,              0.0013932,              0.0013932
                    195,                0.74896,                0.34731,                0.82147,                 1.0718,                0.41225,                0.80494,                0.81877,                0.81858,                0.85122,                0.59177,                0.86544,                0.37252,                0.86115,                 1.1179,                0.44143,                0.85562,              0.0013486,              0.0013486,              0.0013486
                    196,                 0.7496,                 0.3474,                0.82215,                 1.0737,                0.41341,                0.80552,                0.81796,                0.81888,                 0.8511,                 0.5917,                0.86538,                0.37249,                0.86116,                 1.1177,                0.44176,                0.85558,              0.0013041,              0.0013041,              0.0013041
                    197,                0.74605,                0.34596,                0.82117,                 1.0705,                0.41295,                0.80478,                0.81868,                0.81761,                0.85113,                0.59172,                0.86529,                0.37235,                0.86114,                 1.1177,                0.44132,                0.85554,              0.0012595,              0.0012595,              0.0012595
                    198,                0.74125,                0.34542,                0.82084,                 1.0632,                0.41278,                0.80421,                0.81745,                0.81741,                0.85109,                0.59166,                0.86524,                0.37223,                0.86112,                 1.1176,                0.44144,                0.85553,              0.0012149,              0.0012149,              0.0012149
                    199,                0.74585,                0.34655,                0.82123,                 1.0673,                 0.4141,                0.80447,                0.81759,                0.81623,                0.85097,                0.59161,                0.86518,                0.37212,                 0.8611,                 1.1175,                0.44147,                0.85551,              0.0011703,              0.0011703,              0.0011703
                    200,                0.74219,                0.34407,                0.81906,                 1.0637,                 0.4116,                0.80259,                 0.8201,                0.81454,                0.85047,                0.59126,                0.86516,                0.37202,                0.86107,                 1.1174,                 0.4416,                 0.8554,              0.0011257,              0.0011257,              0.0011257
                    201,                0.74486,                0.34366,                0.82037,                 1.0671,                0.40939,                0.80409,                0.82354,                0.81399,                 0.8501,                0.59104,                0.86509,                0.37193,                0.86103,                 1.1172,                0.44172,                 0.8553,              0.0010811,              0.0010811,              0.0010811
                    202,                0.74579,                 0.3451,                0.82079,                 1.0654,                0.41144,                0.80433,                0.82358,                0.81387,                0.84993,                0.59108,                0.86513,                0.37181,                0.86098,                 1.1173,                 0.4412,                0.85535,              0.0010365,              0.0010365,              0.0010365
                    203,                0.73925,                0.34175,                0.81999,                 1.0611,                 0.4079,                0.80374,                0.82426,                0.81323,                0.84996,                0.59088,                0.86509,                0.37172,                0.86096,                 1.1173,                0.44127,                0.85525,             0.00099189,             0.00099189,             0.00099189
                    204,                0.73562,                0.34056,                0.82041,                 1.0584,                0.40602,                0.80353,                0.83021,                0.80738,                0.84993,                0.59095,                0.86502,                0.37156,                0.86093,                 1.1173,                0.44172,                0.85522,              0.0009473,              0.0009473,              0.0009473
                    205,                 0.7397,                0.34242,                0.81927,                  1.064,                0.40862,                0.80291,                 0.8313,                 0.8089,                0.85002,                0.59106,                0.86496,                0.37145,                0.86088,                 1.1172,                0.44139,                0.85519,              0.0009027,              0.0009027,              0.0009027
                    206,                0.73708,                0.33954,                0.81982,                 1.0565,                 0.4059,                 0.8034,                0.83174,                0.80949,                 0.8503,                0.59113,                0.86494,                0.37133,                0.86087,                 1.1171,                0.44139,                0.85517,             0.00081674,             0.00081674,             0.00081674
                    207,                 0.7332,                0.33936,                0.81906,                 1.0541,                0.40778,                0.80316,                0.83156,                0.80892,                0.85045,                0.59133,                0.86496,                0.37123,                0.86082,                  1.117,                0.44109,                0.85513,             0.00077195,             0.00077195,             0.00077195
                    208,                0.73404,                0.33839,                0.81958,                 1.0545,                0.40554,                0.80377,                0.82991,                0.81016,                0.85041,                0.59138,                0.86492,                0.37108,                0.86077,                 1.1169,                0.44114,                0.85504,             0.00072715,             0.00072715,             0.00072715
                    209,                0.73331,                0.33834,                0.81985,                  1.051,                0.40594,                0.80377,                0.83009,                0.81029,                 0.8508,                0.59143,                0.86495,                  0.371,                0.86075,                 1.1168,                  0.441,                  0.855,             0.00068235,             0.00068235,             0.00068235
                    210,                0.73305,                0.33665,                 0.8188,                 1.0532,                0.40426,                0.80243,                0.83018,                0.80809,                0.85078,                 0.5915,                0.86499,                0.37086,                0.86072,                 1.1168,                0.44105,                0.85498,             0.00063756,             0.00063756,             0.00063756
                    211,                0.72922,                0.33605,                0.81957,                 1.0497,                0.40435,                0.80321,                0.82884,                0.80911,                0.85075,                0.59123,                0.86493,                0.37074,                0.86067,                 1.1167,                0.44108,                0.85495,             0.00059276,             0.00059276,             0.00059276
                    212,                0.74331,                0.33363,                0.82095,                 1.0612,                0.40143,                0.80615,                0.82743,                0.80925,                0.85075,                0.59124,                0.86504,                 0.3706,                0.86068,                 1.1169,                0.44102,                0.85493,             0.00054796,             0.00054796,             0.00054796
                    213,                0.73138,                0.32904,                0.82025,                 1.0429,                 0.3916,                0.80577,                0.82695,                 0.8126,                0.85059,                0.59118,                0.86514,                0.37057,                0.86064,                  1.117,                0.44098,                0.85488,             0.00050317,             0.00050317,             0.00050317
                    214,                0.72869,                0.32777,                0.81994,                 1.0383,                0.39189,                0.80585,                0.83092,                0.80713,                0.85054,                0.59087,                0.86519,                0.37045,                0.86063,                 1.1171,                0.44121,                0.85488,             0.00045837,             0.00045837,             0.00045837
                    215,                0.72474,                0.32575,                0.81806,                 1.0369,                0.38787,                 0.8042,                0.83113,                0.80559,                0.85033,                0.59084,                0.86522,                0.37034,                0.86059,                 1.1171,                0.44126,                0.85482,             0.00041357,             0.00041357,             0.00041357
                    216,                0.72348,                  0.326,                0.81915,                 1.0357,                0.39026,                0.80546,                0.83087,                0.80591,                0.85056,                0.59082,                0.86526,                0.37023,                0.86057,                 1.1172,                0.44091,                0.85477,             0.00036878,             0.00036878,             0.00036878
                    217,                0.71908,                0.32206,                0.81799,                 1.0319,                 0.3879,                0.80427,                0.83076,                0.80672,                0.85061,                0.59088,                0.86529,                0.37016,                0.86058,                 1.1174,                0.44066,                0.85485,                0.00028,                0.00028,                0.00028
                    218,                0.71644,                0.32079,                 0.8177,                  1.027,                0.38585,                0.80411,                0.83248,                0.80666,                0.85086,                0.59107,                0.86537,                0.37006,                 0.8606,                 1.1174,                0.44043,                0.85489,               0.000235,               0.000235,               0.000235
                    219,                0.71865,                0.32154,                0.81822,                 1.0291,                 0.3871,                0.80449,                0.83378,                0.80593,                0.85107,                0.59134,                0.86549,                0.37002,                0.86062,                 1.1174,                 0.4404,                0.85486,                0.00019,                0.00019,                0.00019
                    220,                0.71517,                0.32021,                0.81849,                 1.0253,                0.38542,                0.80454,                0.83371,                0.80598,                0.85111,                0.59125,                0.86552,                0.36991,                0.86061,                 1.1174,                0.44041,                0.85483,               0.000145,               0.000145,               0.000145
